,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,NGDPRSAXDCIDQ,CPALTT01IDM659N,RBIDBIS,WUIIDN,IR3TIB01IDM156N
2000-09-26,0.17168305164286657,0.907598284994782,-1.0724013614591832,-0.4545614577268201,-0.9671671951674904,-1.7508779998879738,0.8137443312025768,-1.00482816024699,1.6437701483320253,0.8145329502599244,-1.2403781146396355,1.3943887743409291,-1.2049015045469775,1.28666024535583,1.5219922937610229,-1.622565117452388,-0.853808796070661,-0.13498704116873594,1.0251414244718484,1.841824537998254,-2.123677341709018,-1.1893562918385026,2.06524225589812,1.7863545989303937,0.09212401777577578,-0.5087552702260939,-1.7464668298918662,0.41259453271174457,1.6010645945439805,-1.0361543012670245,-0.34134529253779444,-1.057902050994953,-1.7833156429719597,1.343616826368436,1.6349235449147002,-0.4678222454111216,1.3597804417436883,1.5044341081258847
2000-11-08,1.7792397890904434,0.4540784705033469,-0.6892496903421607,0.6839001197645043,-0.6536816452883387,-1.754863187464514,0.5821794520826341,-0.7244335369163348,1.676061528404439,1.920633443330651,-1.2569973335498354,2.485503034133133,-0.6127166033235352,1.7130957439813064,0.9318959475829708,-0.9190697577111554,-1.1837502899318906,0.9007577352555182,-2.2477143005423703,1.2187710734790818,-2.185698669324207,-2.3969243139169407,1.49212014198197,1.4416579498904691,-0.874654371460937,-0.6517123786519301,-1.362038280833415,0.8688298475334373,1.9043851200437674,-1.1546538523174426,-0.6916695996239172,-0.3798546701668731,-1.3565451027690514,1.9475652250486715,1.7512254197161194,-0.9547035305290601,0.8284177215675729,1.781615288020618
2000-12-12,1.0476251122176732,2.042421172107263,-1.4699204948698181,-0.8717806396447475,-0.9461927264840079,-1.954801454233269,-0.012618952964248694,-0.5979732397669831,1.5690467439524651,2.320519830532695,-1.2715059801242712,2.5834964317997757,-2.1683611864438124,1.2552687861299288,1.26250452538113,-1.0826518819173312,-1.4295418251766596,0.5006295124765725,-2.1812192987736534,1.7412928168577582,-1.990813610238317,-2.8310585713538687,1.6535904019394376,1.9759350270170586,1.2048444778235712,-1.0553989715647116,-1.5768188574072932,0.9377592369739773,1.8257904646491159,-0.9935592768826685,-0.27692618780429584,0.9909044874179642,-1.6183635157397012,1.3849597549423032,1.4169944246544866,-0.637571802610487,0.6234640795161169,1.4400679138324912
2001-01-23,3.0,0.7122832518639745,0.07322375687408933,-1.6335176809937675,0.5857044861969598,-2.0601394394642494,-2.214560613536155,2.2776569247652154,1.867518875696575,1.7370407221107214,0.9442016215813998,0.8542656361273828,-1.2684186872109728,0.12844665401478758,0.3866753906001137,-0.11471666907284936,0.6821261495594042,-0.3479969071212804,0.905059463578025,1.9157445862404345,0.14380299739221428,-1.0141433094352479,1.9539733189402133,1.7849379625273754,2.4579933617045193,0.5239382124459704,-2.3678343608253716,2.2866109027674377,1.5020349584278079,-2.2975470151995383,-1.9842099484868676,0.9530170979448728,-2.3596980521549753,0.6865927815300182,0.7454831090273087,-0.38523896195327384,2.0961348492620773,1.6948541459587638
2001-03-13,1.6876313981148423,1.2866676476139958,0.6214979031803273,-2.033753171175001,1.5059816633666319,-1.5335678705558435,-1.8880687568133636,1.9899748742132382,1.578142246638768,2.344013915004389,2.0194631529192484,0.18379468583875794,-1.6402341564578498,-0.4315144665365398,0.8998270940269099,-0.23157471908241387,0.9659251526739137,1.20235431247022,1.4091929111155197,1.9572121056684644,-0.22825414902844013,0.02806932726009694,1.9311975627369764,1.7951537373750481,-0.27667699566463494,-0.7404399222181298,-1.8601913988481034,1.5801076974017625,0.8057690033325262,-2.5309399645540553,-2.989847120572928,0.29519439428304234,-1.7366354166800897,0.38928241615324705,1.6741382762618149,-1.5567039019978237,1.5902305501430185,2.0955161733209815
2001-05-08,2.140350673033948,0.129213920594239,2.6756872588182623,0.24474840392236996,2.391986737176945,-0.6129784462631834,-2.19028094658931,1.0591580985154925,2.0129300931292327,1.326526131629512,2.4464377991194786,-0.08356939233900222,-0.31954079705541355,2.1097817798701812,1.8072415139023745,0.047185528983292736,-1.3072988378806596,-0.19208371396463716,0.7058576417696327,1.4665165490779128,-0.781246625871763,-0.41753447108530906,1.7478631085216,1.2977924480283327,0.923267786734668,1.741293259955941,0.012311051315527026,-1.6195115223233565,1.5555815541591673,-0.33177255634586456,-0.2704318478932114,0.43086298802326695,0.11829938569690021,0.9338131891447222,1.4354580070728125,-2.2029380896302553,0.12047436897943341,1.4011486346611826
2001-06-19,1.6500993184819275,-0.19263122034658822,1.8281921818418727,0.848827760000623,1.7930828632712408,-0.3702344833322666,-1.7772413836946703,1.596585461631469,1.6781628019239212,1.4480285505133244,1.5963285904390843,0.3391565304300141,-0.07730181826450248,1.3929499853781098,2.262265194949521,1.0334911018459052,-0.9707215018644888,-1.0216216200687869,-0.05311685876345077,1.4766751352446328,-2.338430254380966,-0.668471795553744,1.6851616802853853,1.3017874237830955,0.7380275279804587,0.1886993895584607,0.689565712672786,-1.2355235635673179,2.1595078833363166,0.04601798708412482,0.00874888962295809,2.840930773736708,0.8528969075556676,1.0762166850855277,2.0354590138514577,-1.146090498459537,-0.040822154323416175,1.1097726231831422
2001-08-14,1.055608335902525,0.7934948924347348,0.9262248246726027,1.5448233649489398,1.0748061815340924,-0.7478561258739241,-1.2232286103938996,2.4284952169184058,0.9692901741620572,1.5524547359847944,0.8252418013922095,-0.25766291044097894,-1.1255298629240709,-0.35819019244951256,1.6566745952184,0.5993145563628649,0.4284202748955322,-1.138526066915694,0.6129172051991579,1.9671938330808203,-1.4557147853090109,0.2781884909738045,1.817471392962863,1.9705912941491388,1.1491787180912847,-1.0914325434696486,-0.034305736798279446,-1.4055611874198508,1.2910730769819156,-0.32304353268387476,-0.2661251088305677,1.7373172202366842,0.041786507084002805,0.8693589183296222,1.100502484298747,3.0,0.46321826482140827,1.5590615362095317
2001-09-25,2.3824262586790965,3.0,1.0116403514441306,0.6254407926260618,1.6792555256733508,-2.2630231220177204,-1.4737860762501584,1.8868888770870877,1.4976446566722872,1.7485553775437215,1.6206996400747673,3.0,-1.7826147340254745,-0.3979892139154089,1.8713205881622352,1.8915848972716172,0.37177887016781147,2.383048761011149,-3.0,1.4400339869754886,-2.0293392751869925,-3.0,2.008161772220387,1.9226066100182828,-0.8757821294140091,-0.4411810509517681,0.552643031672558,-1.0123365623453007,-0.9573701074080917,1.635295082225866,2.0245224215175694,0.08092216910083878,0.38474928010059367,0.6736364497979436,1.2378817623527631,1.4353202834369725,0.3312558864399931,2.0274944364042176
2001-10-30,2.0099986023588428,1.7025510653606248,0.9820320720795076,0.8257504110414673,1.3405808476089829,-2.0228358083233693,-1.5560964447949877,1.9126658089228663,0.6072731602463821,1.145323572824558,1.3983105716470188,1.8213176361031442,-2.100706429463233,-0.8577643614936312,1.7754638325154433,1.1499891955025867,1.8751759978351017,1.3687061917193417,-1.1644448292447933,1.9888331687691077,-1.1550650048343158,-1.6883464290142827,1.9289972551455161,2.376803822000873,1.7268873135213834,-2.6458358082435787,-1.2840004550356288,0.6604202826873137,-1.3259189510816571,-1.5057969433025808,-1.1639001942316392,0.4434208240811043,-1.1574830988093538,2.2518686078514007,0.6639897839155268,0.5287826623577973,-2.684923396343865,2.0221863254001518
2001-12-04,1.4826070273057268,0.7182888404723785,1.7546977037510005,1.4003139202984902,1.692279786282124,0.35903691285144435,-1.73553708448938,2.1222008238907883,0.0033172194552618236,1.9537128105856931,2.067722356575202,-0.055966438080421135,-0.9106831036708419,-0.9579283112980023,1.5538043832002502,1.8180296194463403,1.4719807633526136,-0.3526195926209977,0.6284364397087403,1.5454166763347554,-0.27517154099202784,-0.35007774643342665,1.4875340583204053,1.6622668002836345,-1.6388581422748918,-0.5709087834201964,-0.19109579486209008,1.1760249715498883,-2.8835216198088998,0.028454056003175063,0.4783891593930873,-1.8696901739783016,-0.18415551349629783,1.6720960209921736,0.4614759172858685,0.7946646576012928,-1.6936925437731343,1.9304914330743261
2002-01-22,1.1727748700174827,-0.4182778342990494,1.3435388624322753,1.585348199829217,1.0843312500958062,-0.48492818133394994,-1.2241996310252317,1.336363092556215,0.5474984584011147,1.2502732946042887,1.4265364071393352,-0.3233895475457061,-0.06941759479696782,2.7611371163548415,1.037545128869228,0.6950017215087414,0.9422028391001571,-0.3011913780779247,0.7626868646385002,1.3471736296405392,0.2557056646004938,0.11249846132384385,1.3658317823155568,1.3115150876738417,-0.7503851253863287,-0.2306933227665558,0.768756899566568,-0.6089227825853877,-2.2223600282092817,-0.5373609386149161,-0.990261265653262,-0.735004181029795,1.0452398543748285,2.1726540888569383,2.3981750552224192,0.7045792732588552,-0.5498184415489398,1.3628780720332685
2002-03-12,0.17943627221168001,-1.0067842564546519,1.4683472212335067,1.9682980680541624,1.1900508009278858,-0.07812889249305903,-0.999946065754201,0.967608595676628,2.6930661155054727,1.562996767170178,1.2651513905584273,-1.716255540405308,1.5561295760687497,1.6075001254194314,0.14596643770411066,0.10262653157602655,0.673630889316524,-1.1070554046350773,0.9231720499301933,0.21788349421405592,-0.5191745551758644,0.15766481380267963,0.6360418600468186,0.3517642311389588,-0.46614163607449477,0.9547113761015851,0.31434498691877555,-0.46136847706423123,-1.4524034676854505,-1.037821233464163,-1.3706032310472218,-2.2914061355836455,0.6044370926855818,1.3248727329324452,1.0647233261711098,1.3570246576417975,-0.32392792377707386,0.5615114495524068
2002-04-30,0.2942641153048019,-0.8057634412124286,0.6172609024299667,0.7471214035116112,0.46204799052830386,-0.003825003997940517,-0.5044062474609807,1.2484400331601768,2.2471147808062013,0.4501949851220964,0.662707275407788,-1.6414193344069465,0.6213012100451913,0.9192325985096474,-0.36375862676916615,1.0099973490695682,1.5520379836270841,-0.5207776671464738,1.6042901106271399,0.7841054952748107,-0.0645585493663615,1.443961247958739,1.304964476346193,1.5745316529956146,-0.792540957704559,1.0241007897243621,1.7630774376328509,1.5340630931257753,-1.2792354496501708,1.0089128200239048,0.4980576616690137,-0.46888496216674697,1.7681838064735858,1.7527626603253035,0.007548136698864826,1.6856132911104327,-1.056079768874755,-0.6316544942625171
2002-06-18,0.6590478416710325,0.3205792946418801,0.05015400463183338,0.3460494861464714,0.24248556558124582,-0.8153592979346058,-0.6093837018826899,0.732314412788088,1.5626768760855971,1.4367563276194601,-0.14307523899697466,-0.15931165707308684,-0.47740764219273274,0.604488948439055,-3.0,-0.10039373624876528,1.4873881370289384,0.2902100252591451,0.15308407308154634,2.68297996814217,-0.8974267000028113,-1.519810128595749,2.905529986930532,2.793857528436819,-0.8486933793103952,0.8708165523861071,0.21505735337887338,1.0830359094758608,-1.781591363378795,0.03149177821662102,-0.028565526594979084,-1.6055631036775804,0.2393084728375108,1.2922893357413339,-1.9041326247333443,1.8245712124973141,-1.082204887207318,-2.2300746805208562
2002-08-06,2.80157840926035,2.2580041751746873,-2.2928979904819804,-1.3211608688310141,-1.6364005944762343,-1.9966064036006201,-0.17689173522193805,-0.7514691493015524,1.8267660695972738,2.557983761266514,-2.3529002091183475,2.2945433704768208,-2.5126702273993997,-0.9688920973620865,-2.3625467239244,-0.6963122067680263,1.7590717550568218,3.0,-2.7816313974222866,1.0250792531982142,-2.3515504287588525,-2.523514754954062,1.7504063946242945,2.367847728585575,-1.125647133164218,0.4730765421934247,-3.0,0.6993617365452721,-1.4623531209469374,-2.197520726802833,-1.0586016738689557,-0.27431703714899014,-2.9553998825404055,1.6773311972450882,-1.5562548540198768,1.0118055308625296,-1.9997306965471546,-2.387324908493973
2002-09-17,-0.8353952419818178,2.313898119751765,-2.432486685513551,-1.4657550237185915,-2.222053469280678,-1.8822385492760054,-0.506114101304905,-0.8729291363239846,1.5819781246873246,2.31598600784292,-2.715380225237001,1.317021469735921,-2.5093479860299692,-1.4797147599631189,-2.065091914585704,-1.1375538495904227,1.2059502398485238,1.8727079622862248,-0.9842497814680946,3.0,-1.1028362572208967,-1.528200175011782,2.103315300589876,2.3908444284988875,0.24195041667536443,-0.11306655345946409,-2.444524425746475,0.5782953008020895,-0.5231216362385775,-2.046205641351603,-1.2151911008394254,-1.4679726361221606,-2.4681469494980597,1.2789290089398755,-1.1589108341526637,0.8433370536161706,-1.3281637002310414,-1.8252712853199735
2002-10-30,2.1254903674023935,2.0096805209726174,-1.2153732447089587,-1.6467654627678385,-0.02403400244042081,-0.7555482577261199,-0.5486025415184381,-0.8729291363239718,1.5357196594446247,1.4834949331904883,-1.0006817508471888,1.473890569432233,-1.2715116193137863,1.1535626842432996,-1.677065515291399,1.6836305295328216,2.2924834960064824,0.45285288598797513,-1.2221177872794722,1.2442453658072872,-0.7188843560508584,-1.2532512250373413,1.5331368859484142,1.3797503714733044,-0.829651187079073,-0.8564858872844036,-1.7035914606770122,-1.308647184078502,-0.14996318973154557,-1.5449512766582054,-1.09339614519068,0.23093646826327505,-1.71284292112121,1.6667110367402735,-0.9362787743910846,0.4097089798351534,0.7510867872980512,-1.5498390750162694
2002-12-03,1.2240714718997026,0.2487385665556008,0.322327814344278,0.5909632039018198,0.9653620227385342,-0.9270416000861269,-2.870122833510513,2.6675536106512956,1.8745877679271699,2.261996484922665,0.26461866400689565,-0.1732327591871437,-0.5384705601932789,1.0746717528059426,-1.735602467163418,3.0,1.6345281583510116,-0.06261799333514657,0.2537145757866279,1.6515182263159194,0.8516029904417258,-0.0067497317773650934,1.8339916004850767,1.0973269600009412,2.4105858398620743,-0.8384479333423693,-0.6226843042065549,-1.5599120536660107,0.5317828668316416,-0.9616937655659149,-1.300884914387989,-0.5672239015836706,-0.5746796346026626,1.354308580311879,-1.0561255318616538,1.9782000227443266,0.9836640340340138,-1.461751300273342
2003-01-21,1.818019696949999,-0.25523772181495563,-0.020106652800163893,0.4074583455774638,-0.3023115913445813,-1.0611828507893912,-1.1966844710001776,-8.989446118107889e-15,1.9348124052495463,1.3988043939440657,0.13997300568289406,-1.0253547174940567,-0.6620311071533121,0.2195556541953504,-1.2588472185933401,0.6664857105275201,0.9794055978104734,-0.42798068935650807,1.4160186991634927,1.956110712427187,2.204261592965486,1.579635891552105,2.090124035180302,1.4250710155476358,-0.7256525265476532,-0.5448831539818112,-0.656827461691205,-1.52740630419999,0.6439241524054768,-0.5545487547825436,-0.3924332975595927,0.13449225889097283,-0.6682836509656443,1.9865755129284108,-1.8993706293015489,1.1195101449698932,0.06425870603369163,-1.1929505357485908
2003-03-11,0.5848563433947612,-0.6484864308031852,-0.6258396295672811,-0.5633549517994009,-1.3507866117133165,-2.0293861285989254,-1.1382834002914022,0.8081285179701724,2.010675353857926,1.8718579258890282,-0.5776808680361192,-1.2307875177228929,-1.7274006288220243,0.26175261850802967,-1.5883832975717842,0.2780651245196057,0.6575857606922675,0.37912626335324534,1.914330789046693,2.01689261638523,1.450314827836859,2.0053318243736795,1.8414312421877006,2.0485792188042775,-2.8194459163437853,3.0,-1.3581379546923562,-1.032201689047893,-1.7386440770340796,-1.4507560743005432,-1.513557742770006,-2.5626008169723766,-1.3441843519657186,1.4231422895325456,-2.365375269595786,0.4321281240892185,0.14516921626085116,-1.6265208137222924
2003-04-29,1.100773869305095,-2.159716249007987,0.4536776942781561,-0.6367547681792631,-1.7148571586795545,-1.1387947558501903,-0.5708118744798445,1.289425613001178,0.8660838991812817,1.169634475196602,0.6478681180730244,-2.1434120902066147,-0.04057226759572524,1.1239291425305424,-1.8518779460692814,1.8814310276731694,1.9600353193766442,-2.0588041510947703,2.256358875755944,1.7877325468948073,1.7967146429965004,2.359728729115486,1.6649055551884988,1.7123259214420588,-1.982194056234975,-0.8338149271191433,-0.982275228370795,0.14245788799055098,-2.4868355110504923,-0.7708987181373751,-0.43357166825417315,-2.084273358907904,-1.001413772774439,1.762568511028101,-1.1104546905740253,1.1162855770430251,2.204609932422725,-1.7349011895455753
2003-06-17,-1.5376253719010133,-1.1733648108472683,-1.932762961062013,-2.7794957247727456,-2.0574582048427965,-2.511808604561662,-0.41557332067135944,2.482137721205129,0.5061854900380941,2.1112606520195825,-1.3697851036056121,-1.6531928394338657,-2.361637183163792,1.0803010431952043,-1.859188548534084,1.329667477294474,1.5033187098454122,-1.4920725450266437,1.9134316809455887,2.0096812095827836,1.8466424023932928,1.9279745923382963,1.7028651438380134,2.0907647834519127,-0.7929623826526719,-1.2716801016371708,-2.03585355659333,1.1253408377935412,-2.0230404611727204,0.37053276901870047,2.563007670252374,-1.44489394054787,-2.1722473721505504,1.2570731554232581,-1.1204465441931422,2.5340695973595,1.4409038029728627,-2.083717699853387
2003-08-05,2.2085043603343752,-1.5249557021039082,3.0,0.6950424550118238,1.322238223154051,1.4856486607322323,-3.0,0.4902870425901252,2.0496055154969772,2.2214312150091184,2.9901754287935893,-1.49192186545983,2.1749024927642173,0.8985332129884493,-1.6446613056064683,1.7368641492527017,0.5455696642876379,-0.47207244848179103,0.9933713733198954,-0.015491867436098958,1.2672664797510824,1.2457631955798592,0.8351182447418909,-0.41856583453027485,0.7710190739263852,0.3106638866607075,1.26109819984771,1.9057431501148505,-0.8946544832078339,0.18800404282253771,-0.640223175074367,-0.15855820759497496,1.3451634403145458,1.594191163339636,-0.9572011240004011,0.9126751269834109,-0.36933182113703056,-2.7878801116754706
